Time,Active_Flows,Hit_Rate
0,0,1.0
100,69,0.8413793103448276
200,115,0.8648648648648649
300,146,0.8391304347826087
400,135,0.8468085106382979
500,118,0.841952353282975
600,150,0.829979879275654
700,130,0.8411536805854498
800,83,0.847457627118644
900,71,0.848014440433213
1000,70,0.85359477124183
1100,77,0.8591003872505213
1200,190,0.8508750308109441
1300,201,0.8524477131693864
1400,95,0.85370611183355
1500,110,0.8524590163934426
1600,97,0.8546759798214979
1700,62,0.8563132259273136
1800,67,0.8618670341026524
1900,98,0.8607594936708861
2000,98,0.8625019620153822
2100,75,0.8611154024409083
2200,88,0.859952676722863
2300,137,0.8549957056971085
2400,136,0.8522962350020686
2500,141,0.8477823931394881
2600,129,0.846514657980456
2700,102,0.8462520750861959
2800,110,0.8440492476060192
2900,110,0.8438405797101449
3000,95,0.8435727788279773
3100,98,0.8444419211990463
3200,124,0.8421461897356143
3300,122,0.841419732985998
3400,102,0.847072141607492
3500,96,0.8515219731819517
3600,97,0.8526654672852949
3700,90,0.8711176326730252
3800,76,0.8754851731097656
3900,107,0.8748965621003536
4000,136,0.8801314777257151
4100,101,0.8853138570864587
4200,74,0.8875762195121951
4300,94,0.8861131980966692
4400,95,0.8853940932450003
4500,134,0.8823351298976564
4600,127,0.8831052944675788
4700,69,0.8822694196296516
4800,56,0.8829365079365079
4900,68,0.8820672910163024
5000,71,0.8816574839302111
5100,51,0.881330741968675
5200,53,0.8804545454545455
5300,74,0.8788784835834368
5400,77,0.8785119812321958
5500,66,0.8781635930664008
5600,78,0.8764670229764725
5700,75,0.8759706879580007
5800,87,0.8749189539658526
5900,82,0.8747130731863556
6000,65,0.8742181702533658
6100,70,0.873467669805861
6200,75,0.8735500650195058
6300,83,0.8729857333470183
6400,117,0.8718091290501946
6500,103,0.8720506808998852
6600,73,0.8724296069825929
6700,65,0.8730181888921311
6800,61,0.873927835545546
6900,80,0.8728656361474435
7000,87,0.8722739959316902
7100,65,0.8719494959012531
7200,72,0.8711975626904148
7300,64,0.8711659297184082
7400,57,0.8714167204350631
7500,67,0.8710917830167086
7600,77,0.8705150331546916
7700,85,0.8703878902554399
7800,71,0.8700863109878807
7900,89,0.8692830792479666
8000,75,0.8696360195413935
8100,61,0.8691826102184668
8200,68,0.8690020862308763
8300,67,0.8691552570395247
8400,108,0.868093070738866
8500,111,0.8679022248490733
8600,83,0.8676840516518531
8700,89,0.8669602792089081
8800,75,0.8665755919854281
8900,52,0.866441181323214
9000,40,0.8663598257581984
9100,58,0.8656001963832747
9200,74,0.8653127538586515
9300,89,0.8647058823529412
9400,82,0.8646324882028313
9500,62,0.8645340751043116
9600,81,0.8639018230605319
9700,91,0.8636452432115648
9800,72,0.8637633907778295
9900,49,0.863936387848844
10000,70,0.8632095358552757
10100,81,0.8632088046003276
10200,75,0.8627985314711782
10300,74,0.8631843596382603
10400,94,0.8621730382293763
10500,104,0.8625622119815668
10600,81,0.8630297268638707
10700,69,0.8631311296767163
10800,72,0.862976603119584
10900,68,0.8628565262741431
11000,102,0.8613673746692412
11100,110,0.8606536970516058
11200,73,0.8605161610082487
11300,62,0.8606666666666667
11400,66,0.8607943648219828
11500,51,0.8608100597471169
11600,67,0.8607913421107052
11700,83,0.8603384488901069
11800,85,0.8601919934640523
11900,70,0.8600400176348899
12000,72,0.8595141700404858
12100,69,0.859411192050757
12200,102,0.8580209794882074
12300,126,0.856943428837333
12400,89,0.8570720095219203
12500,69,0.8573303583147395
12600,76,0.8577096952548217
12700,67,0.8577766264045853
12800,67,0.8574788941161307
12900,79,0.8569181885290625
13000,78,0.856366136821569
13100,79,0.8560844541956819
13200,105,0.855962293794187
13300,103,0.8558614870144076
13400,58,0.8559237573190482
13500,96,0.8550612547951986
13600,122,0.8549604270200626
13700,98,0.8550203982220057
13800,119,0.8544070561227572
13900,126,0.8541366474543708
14000,109,0.8538170328196262
14100,120,0.8530214078159284
14200,131,0.8524315259921744
14300,155,0.8516142203038876
14400,136,0.8528136041134059
14500,145,0.8528466156428713
14600,102,0.8539306846999155
14700,81,0.8541532787572295
14800,94,0.8539098078418305
14900,83,0.8551226075733861
15000,89,0.8547106804620354
15100,97,0.853863977102358
15200,130,0.8534687702615086
15300,149,0.85334693220248
15400,135,0.8531611872753894
15500,133,0.8534651371781995
15600,129,0.853868269733403
15700,129,0.8539839086426162
15800,125,0.8541307314059161
15900,125,0.8539769666812014
16000,93,0.8538933747675692
16100,103,0.8538958570885595
16200,81,0.8537349641160417
16300,111,0.8527608903180425
16400,143,0.8524401818272641
16500,97,0.8525933119195239
16600,63,0.8525351343298406
16700,66,0.8525202086371839
16800,79,0.852848217567071
16900,78,0.8532706638741415
17000,62,0.8535705640280804
17100,74,0.8537986396519817
17200,81,0.8542476335805059
17300,56,0.8546570893487898
17400,62,0.8541050689500201
17500,56,0.8542551184073969
17600,39,0.8539820923656928
17700,78,0.853334584878209
17800,89,0.8531708914039846
17900,76,0.8529685898033368
18000,82,0.8525229997212155
18100,85,0.8523676235860187
18200,88,0.8524352997910304
18300,128,0.8517031324861399
18400,121,0.8524107971129262
18500,98,0.8532676812891674
18600,90,0.8538712469209773
18700,88,0.853811500750817
18800,88,0.8538557897281498
18900,66,0.8542208999628115
19000,65,0.8544360183394537
19100,65,0.8552092762619078
19200,91,0.8555081127241674
19300,109,0.8561891280924514
