time,total_packets,active_flows,hit_rate
15690,39841,31,0.779473407
15720,39895,27,0.779145256
15750,39977,38,0.77874778
15780,40029,16,0.778635489
15810,40069,13,0.778457161
15840,40088,12,0.778262822
15870,40112,5,0.778245911
15900,40170,10,0.778317152
15930,40206,5,0.77819231
15960,40252,15,0.778073139
15990,40307,12,0.778078249
16020,40372,11,0.778262162
16050,40418,17,0.778168143
16080,40470,13,0.778181369
16110,40508,14,0.778043843
16140,40575,26,0.777794208
16170,40825,15,0.778860992
16200,40886,11,0.779044172
16230,40970,20,0.779131072
16260,41055,13,0.779393497
16290,41112,7,0.77965071
16320,41178,12,0.779809607
16350,41268,22,0.779805176
16380,41359,18,0.779975338
16410,41445,12,0.780238871
16440,41546,25,0.780291725
16470,41635,24,0.780377087
16500,41744,18,0.780615178
16530,41858,12,0.781045439
16560,41941,14,0.781216471
16590,42041,18,0.781403868
16620,42112,9,0.781653685
16650,42175,11,0.781813871
16680,42198,10,0.781743211
16710,42221,10,0.781530518
16740,42255,12,0.781445983
16770,42302,13,0.781381495
16800,42327,4,0.781416117
16830,42369,9,0.781420378
16860,42403,10,0.781406976
16890,42425,3,0.781308191
16920,42439,4,0.781168265
16950,42475,15,0.781000589
16980,42538,6,0.781183883
17010,42586,16,0.781054807
17040,42639,28,0.78059992
17070,42701,23,0.780426688
17100,42743,14,0.780314905
17130,42779,5,0.780266018
17160,42868,27,0.780069049
17190,42900,9,0.78
17220,42942,11,0.779935727
17250,42980,23,0.779571894
17280,43021,20,0.779340322
17310,43062,10,0.779387859
17340,43105,6,0.779468739
17370,43170,8,0.779661802
17400,43239,35,0.779227087
17430,43323,11,0.779424324
17460,43438,25,0.77952484
17490,43533,24,0.779569522
17520,43617,18,0.779764771
17550,43725,44,0.779279588
17580,43817,27,0.779149645
17610,43937,27,0.779115552
17640,44059,23,0.779227854
17670,44164,17,0.779345168
17700,44215,12,0.779350899
17730,44415,36,0.779624001
17760,44598,25,0.78030405
17790,44742,19,0.780720576
17820,44862,24,0.780861308
17850,44992,26,0.781072191
17880,45063,14,0.78128398
17910,45175,33,0.781206419
17940,45262,16,0.781317662
17970,45283,9,0.781220326
18000,45353,21,0.781072917
18030,45433,24,0.780974182
18060,45492,11,0.78110437
18090,45524,11,0.781060539
18120,45637,15,0.78131779
18150,45676,9,0.78137315
18180,45724,8,0.781427697
18210,45830,15,0.781605935
18240,45959,18,0.781870798
18270,46011,14,0.781921714
18300,46084,13,0.781963371
18330,46316,16,0.782882805
18360,46364,17,0.782805625
18390,46436,15,0.782862434
18420,46657,24,0.783462289
18450,46769,20,0.783638735
18480,46850,22,0.783500534
18510,47085,23,0.784135075
18540,47249,29,0.784418718
18570,47321,25,0.784260688
18600,47453,20,0.784460413
18630,47643,28,0.784795248
18660,47719,18,0.784823655
18690,47825,22,0.784924203
18720,47983,10,0.785528208
18750,48099,27,0.785525687
18780,48221,21,0.785695029
18810,48402,10,0.786351804
18840,48592,13,0.786960817
18870,48675,12,0.787077555
18900,48879,17,0.787659322
18930,49041,20,0.788014111
18960,49080,15,0.787876936
18990,49165,13,0.787958914
19020,49327,17,0.78837148
19050,49389,11,0.788454919
19080,49432,4,0.7884771
19110,49580,8,0.788947156
19140,49651,10,0.789047552
19170,49679,8,0.789005415
19200,49818,13,0.789272954
19230,49927,10,0.789492659
19260,50005,24,0.789321068
19290,50029,9,0.789282216
19320,50059,10,0.78922871
19350,50122,29,0.788915047
19380,50173,19,0.788730991
19410,50241,18,0.788638761
19440,50299,13,0.788643909
19470,50414,73,0.787717697
19500,50455,13,0.787652363
19530,50508,17,0.787459412
19560,50562,18,0.787310629
19590,50630,22,0.787181513
19620,50683,13,0.787048912
19650,50695,3,0.787040142
19680,50742,5,0.787119152
19710,50770,9,0.787059287
19740,50812,5,0.787176258
19770,50850,7,0.78719764
19800,50887,4,0.787293415
19830,50915,8,0.787253265
19860,50986,13,0.787314165
19890,51050,19,0.787247796
19920,51109,9,0.787317302
19950,51152,12,0.786987801
19980,51289,27,0.78701086
20010,51380,29,0.78684313
20040,51450,7,0.787035957
20070,51498,11,0.787020855
20100,51551,17,0.786968245
20130,51603,15,0.78696975
20160,51682,32,0.78673426
20190,51705,6,0.786751765
20220,51751,20,0.786574172
20250,51819,14,0.786545476
20280,51884,19,0.786465963
20310,51969,18,0.786488099
20340,52040,10,0.786587241
20370,52145,22,0.786595071
20400,52199,7,0.786700895
20430,52244,4,0.786674068
20460,52321,10,0.786777776
20490,52398,12,0.786633078
20520,52445,9,0.786614549
20550,52466,10,0.786509358
20580,52482,4,0.78646012
20610,52507,8,0.786447521
20640,52518,4,0.786416086
20670,52531,2,0.786392797
20700,52589,23,0.786133982
20730,52605,7,0.786103983
20760,52655,9,0.786136169
20790,52712,7,0.786234633
20820,52725,10,0.786097677
20850,52779,35,0.785691279
20880,52802,12,0.785576304
20910,52832,10,0.785489855
20940,52963,19,0.785718332
20970,53159,34,0.785962866
21000,53289,39,0.78599711
21030,53420,26,0.786297267
21060,53598,35,0.786465913
21090,53771,37,0.786613602
21120,53895,26,0.786714909
21150,53949,20,0.786724499
21180,54091,20,0.786951619
21210,54116,8,0.786883731
21240,54144,11,0.786753842
21270,54181,11,0.786677987
21300,54240,24,0.786504425
21330,54300,42,0.785985267
21360,54351,17,0.785910103
21390,54477,30,0.786001432
21420,54561,35,0.785762724
21450,54623,28,0.785621442
21480,54678,22,0.785489594
21510,54785,31,0.785360956
21540,54955,30,0.785551815
21570,55014,30,0.785418257
21600,55133,35,0.785427965
21630,55214,26,0.785398631
21660,55310,30,0.785282951
21690,55341,15,0.785240599
21720,55535,63,0.78494643
21750,55680,19,0.785380747
21780,55862,60,0.785095414
21810,55944,32,0.785142285
21840,56010,14,0.785252633
21870,56072,21,0.7851334
21900,56223,53,0.784750013
21930,56288,27,0.784536669
21960,56368,23,0.784523134
21990,56434,33,0.784296701
22020,56557,45,0.784040879
22050,56600,13,0.783992933
22080,56641,21,0.7838315
22110,56779,28,0.783863752
22140,56844,28,0.783776652
22170,56891,19,0.783674043
22200,57108,75,0.783305316
22230,57206,38,0.783344404
22260,57331,30,0.783380719
22290,57436,27,0.783480744
22320,57687,70,0.783330733
22350,57799,27,0.783560269
22380,57944,31,0.78367044
22410,58088,47,0.783552541
22440,58264,44,0.783708637
22470,58493,28,0.784213496
22500,58560,29,0.784016393
22530,58753,60,0.783687641
22560,58830,45,0.783375829
22590,58916,29,0.783284676
22620,59062,77,0.782804511
22650,59191,56,0.78258519
22680,59293,35,0.782655625
22710,59377,23,0.782794685
22740,59480,46,0.782447882
22770,59543,23,0.782358967
22800,59652,27,0.782371086
22830,59694,9,0.782105404
22860,59782,26,0.78202469
22890,59860,19,0.782074841
22920,59927,5,0.782235053
22950,59974,13,0.782172275
22980,60014,10,0.782150831
23010,60053,19,0.781992573
23040,60123,29,0.781747418
23070,60159,13,0.781661929
23100,60181,7,0.781658663
23130,60273,45,0.781228743
23160,60340,30,0.78110706
23190,60378,12,0.78114545
23220,60449,24,0.781005476
23250,60497,11,0.781030464
23280,60579,46,0.780600538
23310,60622,17,0.780541718
23340,60661,11,0.78048499
23370,60696,20,0.780265586
23400,60739,11,0.780256507
23430,60775,16,0.780074044
23460,60831,12,0.780079236
23490,60870,13,0.780072285
23520,60898,8,0.780025617
23550,60914,10,0.779902814
23580,60987,25,0.779739945
23610,61045,17,0.779670735
23640,61082,14,0.779574998
23670,61117,7,0.779619418
23700,61148,18,0.77945313
23730,61163,6,0.779441819
23760,61234,10,0.779534246
23790,61302,12,0.779501484
23820,61360,14,0.779530639
23850,61424,21,0.779548711
23880,61462,10,0.779538577
23910,61575,27,0.77953715
23940,61658,30,0.77954199
23970,61733,23,0.779502049
24000,61775,15,0.779457709
24030,61812,19,0.779330874
24060,61845,21,0.779044385
24090,61911,24,0.778924585
24120,61956,29,0.778600943
24150,62015,14,0.778601951
24180,62085,31,0.778336152
24210,62171,27,0.778288913
24240,62221,14,0.778354575
24270,62249,11,0.778261498
24300,62311,13,0.778273499
24330,62402,21,0.778276337
24360,62445,8,0.778332933
24390,62483,10,0.7783077
24420,62510,12,0.778163494
24450,62560,13,0.778132992
24480,62676,32,0.778064969
24510,62741,14,0.778103632
24540,62801,14,0.778092706
24570,62871,19,0.778053475
24600,62944,13,0.77808846
24630,63024,24,0.777989337
24660,63051,10,0.777941666
24690,63115,11,0.777992553
24720,63142,5,0.777992461
24750,63191,13,0.777958887
24780,63225,7,0.777935943
24810,63295,28,0.777739158
24840,63314,7,0.777695296
24870,63406,29,0.777544712
24900,63468,27,0.777399634
24930,63578,27,0.777407279
24960,63636,12,0.7774373
24990,63713,17,0.777486541
25020,63784,33,0.777326602
25050,63924,11,0.777720418
25080,64001,10,0.777862846
25110,64117,16,0.778015191
25140,64182,18,0.778006295
25170,64278,44,0.777653318
25200,64336,14,0.77768279
25230,64348,4,0.777646547
25260,64425,29,0.777477687
25290,64468,10,0.77743997
25320,64570,32,0.777342419
25350,64645,22,0.777353237
25380,64778,25,0.77756337
25410,64890,45,0.777454153
25440,64971,26,0.777392991
25470,65054,35,0.777308083
25500,65090,23,0.777216162
25530,65144,31,0.776878914
25560,65213,19,0.776884977
25590,65323,42,0.776709582
25620,65406,28,0.776717732
25650,65515,36,0.776616042
25680,65599,47,0.776368542
25710,65696,38,0.77628775
25740,65789,51,0.776026387
25770,65878,39,0.775828046
25800,65947,36,0.775698667
25830,66013,32,0.775619954
25860,66085,35,0.77544072
25890,66148,25,0.775367358
25920,66248,34,0.775313972
25950,66336,26,0.775280391
25980,66422,44,0.774984192
26010,66449,10,0.774910081
26040,66546,36,0.774712229
26070,66600,28,0.774534535
26100,66697,37,0.774547581
26130,66788,48,0.774255854
26160,66883,46,0.774038246
26190,66966,37,0.773870322
26220,67072,26,0.773974237
26250,67162,40,0.77381555
26280,67306,33,0.773972603
26310,67361,25,0.773889936
26340,67412,27,0.773719812
26370,67501,46,0.773440393
26400,67531,19,0.773304112
26430,67642,44,0.773114337
26460,67702,34,0.773005229
26490,67787,33,0.772994822
26520,67874,33,0.772976397
26550,67961,40,0.772810877
26580,68028,31,0.772681837
26610,68086,24,0.772567048
26640,68132,27,0.772338989
26670,68237,32,0.772278969
26700,68299,15,0.772280707
26730,68349,24,0.772081523
26760,68397,16,0.772007544
26790,68421,10,0.771955978
26820,68483,17,0.7719288
26850,68518,4,0.771972328
26880,68573,6,0.772038557
26910,68608,6,0.772038246
26940,68686,21,0.771991381
26970,68722,9,0.77196531
27000,68762,21,0.77179256
27030,68822,22,0.77170091
27060,68908,57,0.771187671
27090,68979,24,0.77104626
27120,69010,11,0.770989712
27150,69042,18,0.770864112
27180,69100,24,0.770723589
27210,69155,18,0.770674572
27240,69181,3,0.770659574
27270,69243,17,0.770619413
27300,69271,18,0.770452282
27330,69391,35,0.77037368
27360,69460,20,0.77040023
27390,69528,22,0.770365896
27420,69655,22,0.770540521
27450,69682,10,0.77045722
27480,69849,32,0.770562213
27510,69903,31,0.770295982
27540,69982,15,0.770383813
27570,70056,14,0.770469339
27600,70086,13,0.770382102
27630,70235,22,0.770570229
27660,70269,8,0.77055316
27690,70376,17,0.770703081
27720,70495,31,0.770749699
27750,70578,23,0.770750092
27780,70728,21,0.770995928
27810,70798,22,0.770968106
27840,70956,30,0.771083488
27870,70989,9,0.771077209
27900,71128,16,0.771313688
27930,71285,22,0.771536789
27960,71334,11,0.771567555
27990,71458,21,0.771712055
28020,71549,26,0.771680946
28050,71697,13,0.772026724
28080,71944,24,0.772559213
28110,72084,26,0.772723489
28140,72231,22,0.772964517
28170,72340,24,0.773043959
28200,72511,17,0.773441271
28230,72585,15,0.773562031
28260,72759,22,0.773856155
28290,72863,16,0.774041695
28320,72950,18,0.7741878
28350,73083,24,0.774379815
28380,73157,19,0.774471342
28410,73294,16,0.774742817
28440,73359,12,0.774860617
28470,73484,24,0.774998639
28500,73597,19,0.775221816
28530,73726,29,0.775343841
28560,73847,11,0.775698403
28590,73964,22,0.775877454
28620,74104,17,0.776179424
28650,74162,11,0.776152207
28680,74275,30,0.776142713
28710,74338,11,0.776211359
28740,74403,15,0.776245581
28770,74529,20,0.776395765
28800,74627,20,0.776515202
28830,74773,18,0.776791088
28860,74866,22,0.776854647
28890,75008,17,0.777143771
28920,75133,14,0.777421373
28950,75243,19,0.777573994
28980,75402,24,0.77779104
29010,75518,37,0.777721868
29040,75682,17,0.777965699
29070,75777,14,0.778112092
29100,75932,30,0.778262129
29130,76148,28,0.778654725
29160,76344,27,0.778987216
29190,76680,53,0.77942097
29220,76820,18,0.779692788
29250,76940,18,0.779880426
29280,77038,13,0.780069576
29310,77191,34,0.780142763
29340,77316,12,0.78038181
29370,77369,10,0.780415929
29400,77462,15,0.780511735
29430,77561,18,0.780650069
29460,77669,25,0.780697576
29490,77783,25,0.780787576
29520,77881,14,0.780986377
29550,78042,53,0.780848774
29580,78115,28,0.780797542
29610,78276,27,0.781031223
29640,78445,37,0.781171521
29670,78583,46,0.781123144
29700,78680,20,0.781176919
29730,78791,28,0.7811679
29760,78896,41,0.781091564
29790,78972,13,0.781213595
29820,79120,21,0.781407988
29850,79222,11,0.781550579
29880,79286,12,0.781626012
29910,79402,22,0.781680562
29940,79465,26,0.781551627
29970,79590,32,0.781580601
