Time,Active_Flows,Hit_Rate
0,0,1.0
100,69,0.8413793103448276
200,115,0.8648648648648649
300,185,0.8391304347826087
400,177,0.8475177304964538
500,191,0.84253341080767
600,184,0.8319919517102615
700,180,0.8428755919070168
800,157,0.8493836671802774
900,108,0.8523465703971119
1000,98,0.8584967320261437
1100,95,0.8647602025618112
1200,209,0.8565442445156519
1300,227,0.8581935187313261
1400,234,0.8595578673602081
1500,149,0.8587330499898805
1600,130,0.8606907256499806
1700,113,0.8621206444361184
1800,97,0.8680675163623838
1900,112,0.866842018740753
2000,127,0.868309527546696
2100,121,0.8669859416035841
2200,123,0.8660159716060337
2300,154,0.8610077297452047
2400,195,0.858364363536064
2500,201,0.8540801286345974
2600,183,0.8538110749185668
2700,155,0.8541693270335845
2800,152,0.852132819301082
2900,149,0.8526570048309179
3000,141,0.852906427221172
3100,138,0.8537526967185194
3200,149,0.8515885358809153
3300,164,0.8509714533810919
3400,147,0.8564371719666564
3500,133,0.8607223255358716
3600,135,0.8621342675882966
3700,122,0.8795956631613271
3800,113,0.8836360813538271
3900,135,0.8829459113819303
4000,156,0.8876844534582838
4100,165,0.8924200552704303
4200,128,0.8946900406504065
4300,123,0.8931880791384924
4400,126,0.8924524797226178
4500,186,0.8892993399140071
4600,156,0.8900654372397383
4700,151,0.8893687511092705
4800,84,0.8899976657329598
4900,90,0.8892357497976645
5000,90,0.8887741046831956
5100,85,0.8885332113867612
5200,79,0.8877272727272727
5300,96,0.8863251720636354
5400,100,0.8858850471987935
5500,102,0.8856399180373262
5600,100,0.8840707476995978
5700,104,0.8835721316854425
5800,122,0.8824832504862762
5900,117,0.8822932792398441
6000,101,0.8818509487967773
6100,97,0.8813068869363918
6200,96,0.8813003901170351
6300,119,0.8806322487940059
6400,144,0.8794419451043826
6500,146,0.8796827455479623
6600,123,0.8800236698062035
6700,97,0.8807022663165062
6800,85,0.8814988739278355
6900,102,0.8803804994054697
7000,107,0.8798902502483561
7100,105,0.879675869216998
7200,93,0.8789313334895711
7300,92,0.8788457063067256
7400,86,0.879067195133192
7500,83,0.8786907759212634
7600,102,0.8780997365791625
7700,103,0.8782718385367392
7800,113,0.8779124368319843
7900,107,0.8772389883994844
8000,110,0.8775582060648739
8100,101,0.8771507377085066
8200,87,0.877086230876217
8300,93,0.8772065788340653
8400,129,0.8760474711812497
8500,136,0.8758390678431207
8600,138,0.8756079154787858
8700,129,0.874896127638358
8800,108,0.8746895181321411
8900,90,0.8745256558323709
9000,66,0.8744143996054903
9100,73,0.8737010064642828
9200,89,0.873395613322502
9300,116,0.8728041901692184
9400,116,0.8727905302727346
9500,105,0.8726803099543016
9600,102,0.8721095414726541
9700,117,0.8718109005665169
9800,111,0.8721083682657972
9900,87,0.8722353031999074
10000,93,0.8716032348319344
10100,93,0.8717011310407861
10200,114,0.8712387873282617
10300,95,0.8716649780479567
10400,127,0.8706684551754974
10500,123,0.8710046082949309
10600,122,0.8714395407510329
10700,101,0.8715583000363241
10800,96,0.8715337954939342
10900,90,0.8713807862460885
11000,132,0.8698419509404277
11100,142,0.8691183269907885
11200,132,0.8690834424894679
11300,104,0.8691929824561404
11400,83,0.869302925689577
11500,81,0.8693205502292622
11600,83,0.8692355414627422
11700,105,0.8687654151822417
11800,113,0.8686342592592593
11900,105,0.8685183301115746
12000,107,0.867948717948718
12100,94,0.8678371210849642
12200,130,0.8664060934054921
12300,156,0.8653194176693478
12400,145,0.8654367519672023
12500,114,0.8656647854049088
12600,96,0.8659706638045989
12700,93,0.8660665133901104
12800,98,0.8657923567699942
12900,98,0.865263022755721
13000,112,0.8647455784053475
13100,113,0.8645425927692455
13200,137,0.8643205027494109
13300,133,0.8642685251742351
13400,117,0.8643328765416719
13500,117,0.8634451181784433
13600,139,0.8633351739370514
13700,156,0.8633623576691226
13800,156,0.8627439134900018
13900,155,0.8625420268972143
14000,171,0.8621933406862015
14100,162,0.8614718614718615
14200,179,0.8609337765879204
14300,203,0.8601009069964128
14400,191,0.8612012753856318
14500,184,0.8613537428514525
14600,157,0.8624119470273316
14700,138,0.8628705540499008
14800,122,0.8626291236254582
14900,109,0.8638273333882528
15000,115,0.8634422729512236
15100,142,0.8626414065694425
15200,160,0.8623298033282905
15300,168,0.8621504106500617
15400,201,0.8619992013842672
15500,163,0.862478194216842
15600,180,0.8628593831677993
15700,158,0.8629898780171296
15800,169,0.8631156192879026
15900,152,0.8629543181060353
16000,168,0.8628594717134924
16100,123,0.8630432028379577
16200,124,0.8628828464570909
16300,154,0.8619303622569462
16400,158,0.8616064738498427
16500,155,0.8617315305893778
16600,116,0.861647713164821
16700,89,0.8616666254665909
16800,106,0.8619870145779738
16900,98,0.8623788417514977
17000,102,0.8626482691842169
17100,96,0.8628596149686351
17200,104,0.8632602942228368
17300,98,0.8636180451840789
17400,93,0.8630934077630863
17500,72,0.8632418152655911
17600,74,0.8629830348727615
17700,92,0.8623457079832919
17800,107,0.8621504068842952
17900,120,0.8619163016124523
18000,114,0.8614441037078339
18100,116,0.8612968146383215
18200,129,0.8613452132179025
18300,162,0.8607834637585271
18400,151,0.8614611851483133
18500,154,0.8622649955237243
18600,126,0.8628142822271043
18700,125,0.862732974118894
18800,115,0.8627343252093268
18900,102,0.8630805241397415
19000,101,0.8633232654657657
19100,84,0.8640243113927324
19200,115,0.8643680614859095
