Time,Active_Flows,Hit_Rate
0,0,1.0
30,29,0.810126582278481
60,33,0.8213058419243986
90,20,0.8137535816618912
120,21,0.8308026030368764
150,26,0.8302521008403362
180,39,0.8247694334650857
210,25,0.8299086757990868
240,25,0.8147751605995718
270,30,0.8058252427184466
300,41,0.7943201376936316
330,14,0.8003157063930545
360,21,0.8022058823529412
390,22,0.794180269694819
420,24,0.7951967978652434
450,15,0.7974763406940063
480,44,0.7883381924198251
510,19,0.7904814004376368
540,28,0.780952380952381
570,40,0.7682864450127878
600,16,0.776034236804565
630,22,0.7717996289424861
660,21,0.7764705882352941
690,29,0.7740303541315345
720,24,0.776364382437423
750,15,0.783203125
780,11,0.7831603229527105
810,11,0.7832456799398948
840,12,0.7825925925925926
870,17,0.7841441441441441
900,12,0.7874782608695652
930,14,0.7889599461460788
960,22,0.7885939036381514
990,17,0.7872892347600519
1020,22,0.788127565519419
1050,18,0.7945701357466063
1080,26,0.7956140350877193
1110,85,0.7966324651407525
1140,70,0.7908366533864541
1170,14,0.7923604309500489
1200,27,0.7923406279733587
1230,9,0.7940144961421557
1260,17,0.7940298507462686
1290,16,0.7945544554455446
1320,18,0.7926965041193498
1350,21,0.7933434848814445
1380,18,0.7952572517467711
1410,33,0.792680390933666
1440,16,0.7923564275495606
1470,18,0.7922103995181691
1500,16,0.7917329093799682
1530,15,0.7914868575912123
1560,22,0.7915785425879639
1590,6,0.7919130268930001
1620,9,0.7929473882707901
1650,9,0.7926966292134832
1680,14,0.7925994449583719
1710,11,0.7962093862815884
1740,22,0.8017955801104972
1770,15,0.8025802070955695
1800,30,0.8008354218880535
1830,16,0.8005297136235723
1860,16,0.8009779951100244
1890,17,0.8022716365381539
1920,24,0.8016111198862739
1950,11,0.8025597003277665
1980,5,0.8023346303501946
2010,9,0.8015184381778742
2040,17,0.7998766574159729
2070,17,0.8010614101592115
2100,33,0.7994624458712857
2130,24,0.7982870643827525
2160,31,0.7967562828755114
2190,26,0.7955729166666666
2220,22,0.7944595952346778
2250,12,0.7964951950254381
2280,14,0.7961219615006323
2310,42,0.7930747922437673
2340,29,0.7914665934970504
