Time,Active_Flows,Hit_Rate
0,0,1.0
50,47,0.8104838709677419
100,42,0.8413793103448276
150,33,0.8487394957983193
200,48,0.85
250,45,0.8238993710691824
300,55,0.8098106712564543
350,26,0.8204936424831712
400,33,0.8103932584269663
450,29,0.8157728706624605
500,51,0.8107502799552072
550,56,0.7949659150498165
600,40,0.7927237912876974
650,37,0.7923250564334086
700,35,0.7939317319848294
750,32,0.8019569471624266
800,23,0.8027262400605831
850,16,0.8024462564862861
900,24,0.8075313807531381
950,26,0.8081143997339542
1000,25,0.8060861120103593
1050,31,0.8104555181901559
1100,30,0.8168288494562106
1150,149,0.8062670977368813
1200,36,0.8082975679542204
1250,22,0.8088269454123113
1300,27,0.8102402874466652
1350,32,0.8080985915492958
1400,35,0.8109014675052411
1450,30,0.8087063151440834
1500,29,0.8084512656966315
1550,23,0.8090873634945398
1600,21,0.8085065802021744
1650,14,0.8094880930058128
1700,18,0.8092688330871491
1750,30,0.8172098637696155
1800,40,0.8160107635385133
1850,36,0.8157159296399803
1900,21,0.8181381957773513
1950,30,0.8174540888400565
2000,11,0.8176589460593813
2050,22,0.8155414799938205
2100,24,0.8167420814479638
2150,51,0.8133964217063433
2200,47,0.8107754864943363
2250,31,0.8096326997284551
2300,22,0.810487839167721
2350,59,0.8066382041041179
2400,22,0.8055631306244887
2450,55,0.8020861192832308
2500,45,0.7998161040325759
2550,32,0.799429164504411
2600,42,0.7978737030869733
2650,15,0.7972508591065293
2700,49,0.7943057820142982
2750,40,0.7932316846411306
2800,38,0.7933178880624314
2850,24,0.7926461723930078
2900,27,0.7920886452996545
2950,49,0.7924703695096444
3000,43,0.7940104759735823
3050,11,0.7931934203062961
3100,52,0.7907080634353362
3150,31,0.7898526642295336
3200,30,0.7890984865101996
3250,44,0.7880952380952381
3300,35,0.7946169772256729
3350,29,0.79535972321156
3400,34,0.7957323181727108
3450,46,0.7990902932352657
3500,26,0.8006663493574488
3550,28,0.8063067192226602
3600,30,0.8252252252252252
3650,21,0.8256351976621479
3700,19,0.8251432260146857
3750,47,0.832385286310201
3800,42,0.8308840153741804
3850,34,0.8340866015454148
3900,44,0.8376176429273774
3950,26,0.8373586486109172
4000,32,0.8446947243627742
4050,22,0.8438259042867459
4100,31,0.8450132164270517
4150,20,0.8465635303068729
4200,48,0.8453180933241223
4250,16,0.8456455333208652
4300,19,0.8451760912698413
4350,40,0.8449347799585517
4400,63,0.8420478642835504
4450,24,0.8428015564202335
4500,23,0.8424000476672824
4550,22,0.8419833729216152
4600,20,0.8414417613636364
4650,15,0.8417926248309122
4700,17,0.8420437273471296
4750,20,0.8418634407351402
4800,31,0.8409564613246874
