timeout,multiplier,max_packet,99_packet,95_packet,mean_packet,median_packet,all_hr,main_hr,max_cache,99_cache,95_cache,mean_cache,median_cache
470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
550,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
630,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
710,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
870,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
1030,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
1190,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
1350,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
1510,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
1830,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
2150,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1600.0,1600.0,1600.0,1600.0,1600.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,200.0,200.0,200.0,200.0,200.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,400.0,400.0,400.0,400.0,400.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,600.0,600.0,600.0,600.0,600.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,800.0,800.0,800.0,800.0,800.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1000.0,1000.0,1000.0,1000.0,1000.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1200.0,1200.0,1200.0,1200.0,1200.0
2470,,556577.0,552554.24,531769.65,340376.50103080977,354861.5,0.9719658969125401,0.9719658465438529,1400.0,1400.0,1400.0,1400.0,1400.0
